Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,IDSInCA
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Maquetas,Ciudad Universitaria - Pabellón iii,,1428,11,4789 6200,,,-34.5443630,-58.4402780,Localización precisa,,DNPyM,Nacional,,300129
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Matemática Mateuba,"Ciudad Universitaria, pabellón i, 2do. Piso",,1428,11,4576 3335,,,-34.5443630,-58.4402780,Localización precisa,,DNPyM,Nacional,,300130
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Mineralogía Dra. Elmira Inés Mórtola,Ciudad Universitaria pabellón ii,,1428,11,4576 3300 INT. 284,,,-34.5443630,-58.4402780,Localización precisa,,DNPyM,Nacional,,300131
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Líbero Badii,11 de Setiembre 1990,,C1428AID,11,4784 8650,,,-34.5598240,-58.4501870,Localización precisa,,DNPyM,Privada,,300132
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Patricios De Buenos Ayres,Av. Int. Bullrich 481,,C1425FTE,11,4576 5537 INT. 5448,,,-34.5765420,-58.4260720,Localización precisa,,DNPyM,Nacional,,300133
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Latinoamericano De Buenos Aires Malba - Fundación Constantín,Av. Figueroa Alcorta 3415,,C1425CLA,11,4808 6500,,,-34.5774840,-58.4037000,Localización precisa,,DNPyM,Privada,,300134
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Automóvil Club Argentino,Avda. del Libertador 1850,,C1425AAR,11,4801 5675,relinsti@aca.org.ar,,-34.5826000,-58.3998000,Localización precisa,,DNPyM,Privada,,300135
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Y Archivo Histórico De La Facultad De Derecho De La Universidad De Buenos Aires,Av. Figueroa Alcorta 2263,,C1425CKB,11,4809 5638,,,-34.5832460,-58.3926990,Localización precisa,,DNPyM,Nacional,,300136
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Fotográfico Simik,Av. Federico Lacroze 3901,,C1427EDE,11,4554 5529,,,-34.5843830,-58.4536490,Localización precisa,,DNPyM,Privada,,300137
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Bellas Artes,Avda. del Libertador 1473,,C1425AAA,11,4803 8817,,,-34.5846000,-58.3923000,Localización precisa,,DNPyM,Nacional,,300138
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palais De Glace - Palacio Nacional De Las Artes,Posadas 1725,,C1112ADE,11,4804 1163,,,-34.5859940,-58.3896550,Localización precisa,,DNPyM,Nacional,,300139
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arquitectura Y Diseño,Avda. del Libertador 999,,C1001ABJ,11,4800 1888,,,-34.5866300,-58.3857290,Localización precisa,,DNPyM,Privada,,300140
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Claustros Del Pilar,Junín 1904,,C1113AAX,11,4803 6793,,,-34.5872870,-58.3919690,Localización precisa,,DNPyM,Privada,,300141
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Notario Roberto Mario Arata,Guido 1841,,C1119AAA,11,4804 7743,,,-34.5896450,-58.3903320,Localización precisa,,DNPyM,Nacional,,300142
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Padre Cool,Junín 1223,,C1113AAI,11,4821 8146,,,-34.5941670,-58.3970690,Localización precisa,,DNPyM,Privada,,300143
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Del Teatro,Av. Santa Fe 1243,,C1059ABG,11,4811 7678,,,-34.5955990,-58.3849590,Localización precisa,,DNPyM,Privada,,300144
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comisión De Historia Y Museo De Odontología De La Asociación Odontológica Argentina,Junín 959,,C1113AAC,11,4961 6141,,,-34.5978050,-58.3972110,Localización precisa,,DNPyM,Privada,,300145
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Historia De La Cirugía Vicente Aníbal Risolía,Paraguay 2155,,C1121ABG,11,5950 9500 INT. 2104,,,-34.5980380,-58.3982710,Localización precisa,,DNPyM,,,300146
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Holocausto,Montevideo 919,,C1019ABS,11,4811 3588,informaciones@fmh.org.ar,,-34.5982000,-58.3897000,Localización precisa,,DNPyM,,,300147
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Forense De La Justicia Nacional Dr. Juan Bautista Bafico,Junín 760,,C1026ABP,11,4374 2035,,,-34.6003000,-58.3972000,Localización precisa,,DNPyM,Nacional,,300148
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller Museo Gyula Kosice,Humahuaca 4662,,C1192ACP,11,4801 8615,,,-34.6010110,-58.4306130,Localización precisa,,DNPyM,Privada,,300149
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Batato Barea,"Tucumán 3054, dpto. 11",,C1189AAH,11,4962 2592,,,-34.6010220,-58.4085800,Localización precisa,,DNPyM,Privada,,300150
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Colegio  De La Salle De Ciencias Naturales Y Del Hombre,Riobamba 650,,C1025ABN,11,4374 6449,dirgral@delasalle.esc.edu.ar,,-34.6015000,-58.3942000,Localización precisa,,DNPyM,Privada,,300151
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Carlos Gardel,Jean Jaurés 735,,C1215ACM,11,4964 2015,,,-34.6016150,-58.4078940,Localización precisa,,DNPyM,Municipal,,300152
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buque Museo Corbeta A.R.A. Uruguay,"Puerto Madero, dique 4",,1104,11,4314 1090,,www.ara.mil.ar,-34.6037000,-58.3664000,Localización precisa,,DNPyM,Nacional,,300153
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Niños Abasto,"Av. Corrientes 3247, segundo nivel del Shopping Abasto",,C1193AAE,11,4861 2325,,,-34.6039440,-58.4110060,Localización precisa,,DNPyM,Privada,,300154
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mitre,San Martín 336,,C1004AAH,11,4394 7659,,,-34.6040000,-58.3738000,Localización precisa,,DNPyM,Nacional,,300155
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Mujer,Pasaje Rivarola 175,,C1015AAA,11,4383 9054,,,-34.6067230,-58.3853370,Localización precisa,,DNPyM,Privada,,300156
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mundial Del Tango De La Ademia Nacional,Rivadavia 830,,C1002AAT,11,4345 6967,,,-34.6082440,-58.3782630,Localización precisa,,DNPyM,,,300157
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Honorable Cámara De Diputados,Av. Rivadavia 1864,,C1033AAV,11,6310 7100 INT. 3633,,,-34.6093070,-58.3929250,Localización precisa,,DNPyM,Nacional,,300158
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco - Sede Casa Fernández Blanco,Hipólito Irigoyen 1420,,C1089AAB,11,4326 3396,,,-34.6100010,-58.3864470,Localización precisa,,DNPyM,Gobierno de la Ciudad,,300159
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Parlamentario Senador Domingo Faustino Sarmiento,Hipólito Irigoyen 1702,,C1089AAH,11,4010 3020,dcampos@senado.gov.ar,www.senado.gov.ar,-34.6102000,-58.3905000,Localización precisa,,DNPyM,Nacional,,300160
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Bicentenario,Av. Paseo Colón 100,,C1063ACN,11,4344 3802,,,-34.6105150,-58.3694500,Localización precisa,,DNPyM,,,300161
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Participativo Minero - Mumin,Avda. Diagonal Sur Julio A. Roca 651 p.b.,,C1067ABB,11,4349 4450,,,-34.6109940,-58.3757570,Localización precisa,,DNPyM,Nacional,,300162
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Complejo Histórico Cultural Manzana De Las Luces,Perú 272,,C1067AAF,11,4342 9930,,,-34.6110980,-58.3747510,Localización precisa,,DNPyM,Nacional,,300163
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico Juan Bautista Ambrosetti,Moreno 350,,C1091AAH,11,4331 7788,,,-34.6113000,-58.3713000,Localización precisa,,DNPyM,Nacional,,300164
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Luz,Boyacá 1553,,C1416AAI,11,4582 1922,,,-34.6117560,-58.4674950,Localización precisa,,DNPyM,Privada,,300165
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Santo Domingo,Defensa 422 / Av. Belgrano s/n,,C1065AAH,11,4331 1668 INT. 102,,,-34.6127790,-58.3718040,Localización precisa,,DNPyM,Privada,,300166
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Fotografía Humberto F. Zappa,Avda. Paseo Colón 470,,C1063ACR,11,4331 9734,,,-34.6132000,-58.3691000,Localización precisa,,DNPyM,Privada,,300167
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Marcapasos Y Precursores De La Medicina Moderna,Catamarca 536,,C1231AAB,11,4931 2560,,,-34.6166070,-58.4056570,Localización precisa,,DNPyM,Nacional,,300168
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Psicología Argentina Horacio Piñero,Av. Independencia 3065,,C1225AAM,11,4957 4348 INT. 116,,,-34.6196770,-58.4087320,Localización precisa,,DNPyM,,,300169
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Fundación Museo Del Automóvil De La Ciudad De Buenos Aires,Irigoyen 2265,,C1408CPU,11,4644 0828,,,-34.6207940,-58.5261630,Localización precisa,,DNPyM,Privada,,300170
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Moderno De La Ciudad De Buenos Aires,Avda. San Juan 350,,C1147AAO,11,4342 2970,mamba@xlnet.com.ar,,-34.6218000,-58.3705000,Localización precisa,,DNPyM,Municipal,,300171
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Calcos Y Escultura Comparada Ernesto De La Cárcova,Avda. España 1701,,C1107CND,11,4361 4419,,,-34.6242090,-58.3453050,Localización precisa,,DNPyM,Nacional,,300172
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Itinerante De Arte Contemporáneo Del Mercosur,av. Caseros 2739,,C1264AAH,11,4941 5478,,,-34.6363590,-58.4011440,Localización precisa,,DNPyM,Privada,,300173
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Memorias De San Juan Evangelista,Olavarría 486,,C1162ABJ,11,4302 2194,,,-34.6366720,-58.3595660,Localización precisa,,DNPyM,Privada,,300174
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Pasión Boquense,Brandsen 805,,C1161AAQ,11,4362 1100,,,-34.6366750,-58.3647410,Localización precisa,,DNPyM,Privada,,300175
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Corrales Viejos De Parque Patricios,Zavaleta 140,,C1437EYD,11,4308 0056,,,-34.6383930,-58.4033110,Localización precisa,,DNPyM,Privada,,300176
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Museo Maguncia. Museo Del Papel, Grabado Y Estampa",Av. Pedro de Mendoza 1855,,C1169AAC,11,4116 5550,,,-34.6393210,-58.3616460,Localización precisa,,DNPyM,Privada,,300177
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Bellas Artes Al Aire Libre Caminito,"Pasaje Caminito, entre Magallanes y Gral. Gregorio Aráoz de Lamadrid",,1427,11,4114 5736,,,-34.6393370,-58.3627980,Localización precisa,,DNPyM,Municipal,,300178
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales De Especialidad Zoológica Médica,Av. Vélez Sársfield 563,,C1282AFF,11,4301 2888,,,-34.6413090,-58.3901800,Localización precisa,,DNPyM,Nacional,,300179
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Balanza,California 2000,,C1289AAN,11,4303 0000,,,-34.6475430,-58.3764870,Localización precisa,,DNPyM,,,300180
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller-Museo José Pallarols Torrás,Defensa 1094,,C1065AAT,11,4361 7360,pallarols@sion.com.ar,,-34.6206000,-58.3714000,Localización precisa,,DNPyM,Privada,,300181
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico De Las Obras Misionales Pontificias,Medrano 735,,C1179AAM,11,4863 1357,ompar@sion.com,,-34.6015000,-58.4207000,Localización precisa,,DNPyM,Privada,,300182
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Anestesiología Y Biblioteca Histórica,Fragata Sarmiento 541,,C1405APC,11,4433 0023 INT. 108,museo@aaarba.org,,-34.6081000,-58.3665000,Localización precisa,,DNPyM,Privada,,300183
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Artes Plásticas Eduardo Sívori,Avda. Infanta Isabel 555,,C1425ABX,11,4778 3899,,,-34.5696000,-58.4171000,Localización precisa,,DNPyM,Municipal,,300184
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Regimiento Granaderos A Caballo Gral. San Martín,Luis María Campos 554,,C1426BOQ,11,4576 5666 INT. 211,,,-34.5715000,-58.4345000,Localización precisa,,DNPyM,Nacional,,300185
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Inmigración,Avda. Antártida Argentina 1355,,C1104ACA,11,4317 0285,,,-34.5848890,-58.3727530,Localización precisa,,DNPyM,Nacional,,300186
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales Del Colegio San José,Bartolomé Mitre 2455,,C1029AAM,11,4951 4303,,,-34.6085730,-58.4013170,Localización precisa,,DNPyM,Privada,1918,300187
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Buenos Aires Brigadier General Cornelio De Saavedra,Crisólogo Larralde 6309,,C1431AQG,11,4572 0746,museosaavedra@uolsinectis.com.ar,,-34.5688000,-58.5075000,Localización precisa,,DNPyM,Municipal,1925,300188
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo S.E. Casa De La Moneda,Av. Antártida Argentina 2085,,C1104ACH,11,5776 3545,,,-34.5811730,-58.3740320,Localización precisa,,DNPyM,,1931,300189
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Sarmiento,Juramento 2180,,C1428DNJ,11,4781 2989,,,-34.5608250,-58.4545460,Localización precisa,,DNPyM,Nacional,1942,300190
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Nacional Del Cabildo De Buenos Aires Y De La Revolución De Mayo,Bolívar 65,,C1066AAA,11,4334 1782,,,-34.6086000,-58.3735000,Localización precisa,,DNPyM,Nacional,1943,300191
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Armas De La Nación Tte. Gral. Pablo Riccheri,Av. Santa Fe 702-750,,C1059ABO,11,4311 1071 INT. 179,museo@circulumilitar.org,,-34.5958000,-58.3769000,Localización precisa,,DNPyM,Nacional,1944,300192
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Popular José Hernández,Avda. del Libertador 2373,,C1425AAJ,11,4803 2384,,,-34.5803000,-58.4049000,Localización precisa,,DNPyM,Municipal,1952,300193
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Yrurtia,O'Higgins 2390,,C1428AGL,11,5411 4781,museocasayrurtia@fibertel.com.ar,,-34.5571000,-58.4553000,Localización precisa,,DNPyM,Nacional,1953,300194
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Serpentario,Avda. Vélez Sarsfield 563,,C1282AFF,11,4301 2888,adolab@anlis.gov.ar,,-34.6412000,-58.3898000,Localización precisa,,DNPyM,Nacional,1957,300195
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Rosada,Hipólito Irigoyen 219,,C1086AAA,11,4344 3802,Museo@presidencia.gov.ar,,-34.6088000,-58.3698000,Localización precisa,,DNPyM,Nacional,1961,300196
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Ricardo Rojas - Instituto De Investigaciones Literarias,Charcas 2837,,C1425BMG,11,4824 4039,casadericardorojas@hotmail.com,,-34.5939000,-58.4065000,Localización precisa,,DNPyM,Nacional,1962,300197
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Del Grabado,Agüero 2502. Sede ubicada en el predio de la Biblioteca Nacional,,C1425EID,11,4802 3295,,,-34.5845410,-58.3975980,Localización precisa,,DNPyM,Nacional,1964,300198
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Criollo De Los Corrales,Avda. de los Corrales 6476,,C1440BBN,11,4687 1949,,,-34.6626000,-58.5002000,Localización precisa,,DNPyM,Privada,1967,300199
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Arte Oriental,Avda. del Libertador 1902,,C1425AAS,11,4801 5988,,,-34.5820000,-58.4015000,Localización precisa,,DNPyM,Nacional,1970,300200
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Ciudad,Defensa 219,,C1065AAC,11,4331 9855,,,-34.6104000,-58.3721000,Localización precisa,,DNPyM,Municipal,1972,300201
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Monumento Antiguo Recinto Del Congreso Nacional,Balcarce 139,,C1064AAC,11,4331 5147,,,-34.6093000,-58.3708000,Localización precisa,,DNPyM,Nacional,1975,300202
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Historia Del Traje,Chile 832,,C1098AAR,11,4343 8427,,,-34.6163000,-58.3779000,Localización precisa,,DNPyM,Nacional,1976,300203
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo General Belgrano,Saráchaga 4906,,C1407EGP,11,4671 6464,,,-34.6332000,-58.4944000,Localización precisa,,DNPyM,Privada,1984,300204
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Penitenciario Argentino Antonio Ballvé,Humberto 1° 378,,C1103ACH,11,4361 0917 INT. 107,,,-34.6244000,-58.4511000,Localización precisa,,DNPyM,Nacional,1984,300205
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Cera,Dr. Enrique del Valle Iberlucea 1261,,C1160ABM,11,4301 1497,,,-34.6391000,-58.3620000,Localización precisa,,DNPyM,Privada,1984,300206
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Sacro María Antonia De San José - Santa Casa De Ejercicios Espirituales,Avda. Independencia 1190,,C1099AAY,11,4304 0984,artesacro@csel.com,,-34.6177000,-58.3828000,Localización precisa,,DNPyM,Privada,1987,300207
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Esculturas Luis Perlotti,Pujol 644,,C1405ALD,11,4431 2825,,,-34.6150000,-58.4482000,Localización precisa,,DNPyM,Municipal,1994,300208
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Patología De La Universidad De Buenos Aires,J.E.Uriburu 950,,C1114AAD,11,4508 3602,,,-34.5976530,-58.3990700,Localización precisa,,DNPyM,Nacional,1998,300209
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Argentino Del Títere,Piedras 905,,C1070AAS,11,4304 4376,sarahbianchi@museoargdeltitere.com.ar,,-34.6186000,-58.3773000,Localización precisa,,DNPyM,Privada,2000,300210
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Houssay De Historia De La Ciencia Y La Tecnología,Paraguay 2155,,C1121ABG,11,5950 9602 INT. 2104,,,-34.5983170,-58.3982230,Localización precisa,,DNPyM,Nacional,2001,300211
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Taller Celia Chevalier,Irala 1162,,C1164ACB,11,4302 2337,,,-34.6392540,-58.3663140,Localización precisa,,DNPyM,Privada,2002,300212
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Las Escuelas,Montevideo 950,,C1019ABT,11,4129 1000 INT. 7040,,,-34.5978830,-58.3897860,Localización precisa,,DNPyM,Municipal,2006,300213
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Emigración Gallega En La Argentina,Chacabuco 955,,C1069AAS,11,4362 5963,,,-34.6191570,-58.3759140,Localización precisa,,DNPyM,Privada,2007,300214
