Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categoría,Provincia,Departamento,Localidad,Nombre,Dirección,Piso,CP,cod_area,Teléfono,Mail,Web,Información adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,tipo_gestion,Pantallas,Butacas,espacio_INCAA,año_actualizacion
06182030,06,06182,,Salas de cine,Buenos Aires,Coronel de Marina L. Rosales,Punta Alta,Cinema Colon,Rivadavia 459,s/d,8109,11,68643237,k.jana@cinemacolon.com.ar,http://www.cinemacolon.com.ar,,-38.88019600,-62.07672100,Localización precisa,INCAA / SInCA,Privado comercial,1,390,,2018
06595070,06,06595,,Salas de cine,Buenos Aires,Olavarria,Olavarría,Flix Olavarría,Rivadavia 4730,s/d,7400,2281,444411,flix.olavarria@gmail.com,http://olavarria.flixcinema.com.ar/,,-36.88081600,-60.30440900,Localización precisa,INCAA / SInCA,Privado comercial,2,660,,2018
06826010,06,06826,,Salas de cine,Buenos Aires,Trenque Lauquen,Beruti,Cine Club La Luisa,San Martin 455,s/d,6424,2392,491112,deñegacionberuti@yahoo.com.ar / bttinaty@yahoo.com.ar,s/d,,-35.85261400,-62.51235000,Localización precisa,INCAA / SInCA,Público municipal,1,310,,2018
06826040,06,06826,,Salas de cine,Buenos Aires,Trenque Lauquen,30 De Agosto,Cine Teatro Santa Rosa De Lima,Santa Rosa De Lima 170,s/d,6405,2392,471739,comprasente30deagosto@cetl.com.ar,https://www.trenquelauquen.gov.ar/noticias/30-de-agosto-funciones-en-el-cine-santa-rosa/,,-36.27850800,-62.54435500,Localización precisa,INCAA / SInCA,Público municipal,1,410,,2018
06861010,06,06861,,Salas de cine,Buenos Aires,Vicente Lopez,Munro,Lumiton,Sargento Cabral 2354,s/d,1605,s/d,45806236,lumiton.usina@gmail.com,https://www.instagram.com/lumiton_usina/,,-34.52791900,-58.51593400,Localización precisa,INCAA / SInCA,Público municipal,1,30,,2018
06028010,06,06028,,Salas de cine,Buenos Aires,Almirante Brown,Adrogué,Cinemas Paseo Adrogué,Segui 699,s/d,1846,s/d,42140763,s/d,https://www.fandango.lat/ar/cines/cpm-cinemas-paseo-adrogue-190321-191200,,-34.80009700,-58.39675300,Localización precisa,INCAA / SInCA,Privado comercial,4,710,,2018
06840010,06,06840,,Salas de cine,Buenos Aires,Tres de Febrero,Caseros,Cine Teatro Paramount,Tres De Febrero 2561,s/d,1678,s/d,47501438,inoya@tresdefebrero.gov.ar,https://www.tresdefebrero.gov.ar/tema/cine-teatro-paramount/,,-34.60539600,-58.56397700,Localización precisa,INCAA / SInCA,Público municipal,2,645,SI,2018
10049030,10,10049,,Salas de cine,Catamarca,Capital,Catamarca,Cinemacenter,Av. Guemes 850,s/d,4700,3833,4423040,centercatamarca@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-28.47586700,-65.77458100,Localización precisa,INCAA / SInCA,Privado comercial,5,914,,2018
22140060,22,22140,,Salas de cine,Chaco,San Fernando,Resistencia,Espacio Incaa Guido Miranda,Colón 164,s/d,3500,3624,4810748,lagomecita@hotmail.com,http://www.ecomchaco.com.ar/guidomiranda/default.htm,,-27.45563940,-58.98448010,Localización precisa,INCAA / SInCA,Público provincial,1,167,si,2018
22140060,22,22140,,Salas de cine,Chaco,San Fernando,Resistencia,Cinemacenter,Av. Lavalle 826,s/d,3500,3624,415999,centeravalos@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-27.43821400,-58.98703800,Localización precisa,INCAA / SInCA,Privado comercial,5,792,,2018
22140060,22,22140,,Salas de cine,Chaco,San Fernando,Resistencia,Cinemacenter,Av. Dr. Sabin Y Av. Nicolas Avellaneda,s/d,3500,3722,446554,centerresistencia@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-27.43874700,-58.98728500,Localización precisa,INCAA / SInCA,Privado comercial,3,690,,2018
26007020,26,26007,,Salas de cine,Chubut,Biedma,Puerto Madryn,Cine Teatro Auditorium,28 De Julio 129,s/d,9120,2804,455653,auditorium@madryn.com,http://www.cinemadryn.com/,,-42.76625100,-65.03536900,Localización precisa,INCAA / SInCA,Privado comercial,2,486,,2018
26035060,26,26035,,Salas de cine,Chubut,Futaleufu,Trevelin,Espacio INCAA Trevelin,28 De Julio 414,s/d,9203,2945,480145,culturatrevelin@gmail.com,https://cines.com/argentina/espacio-incaa-trevelin/,,-43.07951600,-71.46313500,Localización precisa,INCAA / SInCA,Público municipal,1,150,si,2018
26077040,26,26077,,Salas de cine,Chubut,Rawson,Trelew,Espacio INCAA Km 1460,9 De Julio 655,s/d,9100,280,4969388,donato.enrique@hotmail.com,https://www.facebook.com/pg/Sala-Incaa-Km-1460-Trelew-197525007014521/about/?ref=page_internal,,-43.25346100,-65.31623100,Localización precisa,INCAA / SInCA,Público municipal,1,100,si,2018
26035030,26,26035,,Salas de cine,Chubut,Futaleufu,Esquel,Auditorio Municipal De Esquel,Belgrano 330,s/d,9200,11,5081526,coordinacioncultura@yahoo.com.ar,https://www.facebook.com/CulturaEsquel/,,-42.91433200,-71.33242000,Localización precisa,INCAA / SInCA,Público municipal,1,243,,2018
26077040,26,26077,,Salas de cine,Chubut,Rawson,Trelew,Coliseo,Belgrano 375,Piso 1,9100,2804,425300,delcoliseosa@speedy.com.ar,https://www.facebook.com/Cine-Coliseo-Trelew-262482040443290/,,-43.25278400,-65.30766700,Localización precisa,INCAA / SInCA,Privado comercial,1,380,,2018
26077030,26,26077,,Salas de cine,Chubut,Rawson,Rawson,Centro Cultural José Hernández,Dr. Jorge Galina S/N,s/d,9103,2804,485564,cinerawsonchubut2014@gmail.com,https://www.facebook.com/media/set/?set=a.910604218955417.1073743674...type...,,-43.29985800,-65.09948700,Localización precisa,INCAA / SInCA,Privado comercial,1,400,si,2018
26021030,26,26021,,Salas de cine,Chubut,Escalante,Comodoro Rivadavia,Cine Coliseo,San Martin 570,s/d,9000,297,6210242,cinecr@speedy.com.ar,https://www.cinesargentinos.com.ar/horarios/c:511:coliseo-comodoro-rivadavia-/,,-45.86105700,-67.48258100,Localización precisa,INCAA / SInCA,Privado comercial,1,380,,2018
26021030,26,26021,,Salas de cine,Chubut,Escalante,Comodoro Rivadavia,Cine Teatro Español,San Martin 668,s/d,9000,297,6245762,cinecr@speedy.com.ar,http://www.cinecr.com.ar,,-45.86107100,-67.48407200,Localización precisa,INCAA / SInCA,Privado comercial,1,463,si,2018
18021020,18,18021,,Salas de cine,Corrientes,Capital,Corrientes,Los Cines De La Costa,Av. Centenario 3535,s/d,3400,3794,472200,centenario@loscinesdelacosta.com.ar,http://shopping.loscinesdelacosta.com.ar/index.php,,-27.48135900,-58.76699800,Localización precisa,INCAA / SInCA,Privado comercial,4,562,,2018
18021020,18,18021,,Salas de cine,Corrientes,Capital,Corrientes,Cinemacenter,Av. Pedro Ferre Y Chacabuco,s/d,3400,3794,423400,centercorrientes@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-27.46464000,-58.81063500,Localización precisa,INCAA / SInCA,Privado comercial,5,1140,,2018
18035020,18,18035,,Salas de cine,Corrientes,Curuzu Cuatia,Curuzu Cuatiá,Sociedad Rural,Beron De Astrada 641,s/d,3460,s/d,s/d,nuevocineteatrorex@gmail.com,http://cinedelarural.com.ar,,-29.79047300,-58.05447400,Localización precisa,INCAA / SInCA,Privado comercial,1,300,,2018
18021020,18,18021,,Salas de cine,Corrientes,Capital,Corrientes,Costanera,Carlos Pellegrini 451/311,s/d,3400,3794,472200,costanera@loscinesdelacosta.com.ar,http://www.loscinesdelacosta.com.ar/,,-27.46475200,-58.84301500,Localización precisa,INCAA / SInCA,Privado comercial,2,358,,2018
18084020,18,18084,,Salas de cine,Corrientes,Ituzaingo,Ituzaingó,Leonardo Favio,Corrientes 1715,s/d,3302,3786,404273,wilfredodavid_50@hotmail.com,https://www.facebook.com/pg/CINEITU/about/,,-27.58568700,-56.68698500,Localización precisa,INCAA / SInCA,Público municipal,1,200,si,2018
18070020,18,18070,,Salas de cine,Corrientes,Goya,Goya,Cines De La Costa,España 659,s/d,3450,3794,472200,costanera@loscinesdelacosta.com.ar,www.micartelera.com.ar/cines.asp?id=3,,-29.14428300,-59.26674100,Localización precisa,INCAA / SInCA,Privado comercial,2,370,,2018
18119030,18,18119,,Salas de cine,Corrientes,Paso de los Libres,Paso de los Libres,Cine Teatro Opera,Los 108 941,s/d,3230,3772,424404,imc@mplibres.gob.ar,https://www.facebook.com/pg/Cineoperacorrientes/about/?ref=page_internal,,-29.71371010,-57.08556010,Localización precisa,INCAA / SInCA,Privado comercial,1,200,,2018
30008090,30,30008,,Salas de cine,Entre Ríos,Colon,San José,Cine Urquiza,25 De Mayo 1849,s/d,3283,343,4320151,nuevocineteatrorex@gmail.com,http://www.cineurquiza.com.ar,,-32.21251500,-58.21790100,Localización precisa,INCAA / SInCA,Privado comercial,1,250,,2018
30105060,30,30105,,Salas de cine,Entre Ríos,Victoria,Victoria,Cine Teatro Victoria,Alem 64,s/d,3153,343,6421005,culturamdv@gmail.com,https://www.cinesargentinos.com.ar/complejo/sala-municipal-cine-teatro-victoria/,,-32.62022470,-60.15723860,Localización precisa,INCAA / SInCA,Público municipal,1,299,si,2018
30015060,30,30015,,Salas de cine,Entre Ríos,Concordia,Concordia,Teatro Gran Odeon,Entre Rios 567,s/d,3200,345,4224758,fernandaaragon@fundacionodeon.com.ar,http://www.fundacionodeon.com.ar,,-31.39815100,-58.01899900,Localización precisa,INCAA / SInCA,Privado comercial,1,664,,2018
30098040,30,30098,,Salas de cine,Entre Ríos,Uruguay,Concepción del Uruguay,Cine Teatro San Martin,Estrada 820,s/d,3260,3442,426145,estudiocginepro@gmail.com,https://www.facebook.com/cinesanmartin/,,-32.48000000,-58.23515600,Localización precisa,INCAA / SInCA,Privado comercial,1,457,,2018
30008020,30,30008,,Salas de cine,Entre Ríos,Colon,Villa Elisa,Centro Cultural La Fragua,Hector De Elia 1489,s/d,3265,3447,481779,asociacioncivillafragua@gmail.com,https://www.facebook.com/pg/asociacioncivillafragua/about/?ref=page_internal,,-32.16527110,-58.40008700,Localización precisa,INCAA / SInCA,Público municipal,1,70,si,2018
30084160,30,30084,,Salas de cine,Entre Ríos,Parana,Paraná,Cine Rex,Monte Caseros 266,s/d,3100,343,4320151,nuevocinerex@gmail.com,https://www.cinerexparana.com/,,-31.73557900,-60.53082000,Localización precisa,INCAA / SInCA,Privado comercial,3,434,,2018
30113080,30,30113,,Salas de cine,Entre Ríos,Villaguay,Villaguay,Fundación Emilio Berisso,San Martin 540,s/d,3240,3455,414428,cineteatroberisso@gmail.com,https://www.facebook.com/pg/CineBerisso/about/?ref=page_internal,,-31.86511500,-59.02743300,Localización precisa,INCAA / SInCA,Privado comercial,1,350,,2018
34014020,34,34014,,Salas de cine,Formosa,Formosa,Formosa,Cine Teatro Italia,Av. 25 De Mayo 353,s/d,3600,3717,436447,cineteatroitalia@formosa.gov.ar,https://www.facebook.com/cine.italia/,,-26.18299644,-58.16838024,Localización precisa,INCAA / SInCA,Público provincial,1,565,si,2018
34014020,34,34014,,Salas de cine,Formosa,Formosa,Formosa,Avenida,Av. Juan Domingo Peron 757,s/d,3600,3704,420255,jimecaceres@hotmail.com,https://www.facebook.com/pg/Cines-Avenida-112830095434025/about/?ref=page_internal,,-26.16949700,-58.18148300,Localización precisa,INCAA / SInCA,Privado comercial,3,619,,2018
38042040,38,38042,,Salas de cine,Jujuy,Palpala,Palpala,Cine Teatro Altos Hornos Zapla,Av. Rio De La Plata 383,s/d,4612,388,4276689,claudio.caceres@imdpalpala.gob.ar,https://www.facebook.com/pg/CineAHZ/about/?ref=page_internal,,-24.25759260,-65.21309500,Localización precisa,INCAA / SInCA,Privado comercial,1,1100,si,2018
38021060,38,38021,,Salas de cine,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Cine Teatro Alfa,Patricias Argentinas 360,s/d,4600,388,4230426,cinealfajujuy@hotmail.com,https://twitter.com/cineteatroalfa,,-24.18449400,-65.31115600,Localización precisa,INCAA / SInCA,Privado comercial,2,856,,2018
42105030,42,42105,,Salas de cine,La Pampa,Maraco,Gral. Pico,Espacio Incaa-Cine & Teatro Pico,Calle 17 957,s/d,6360,2302,421776,italianaxx@speedy.com.ar,http://www.picocine.com.ar/,,-35.66053020,-63.75286950,Localización precisa,INCAA / SInCA,Privado comercial,1,534,si,2018
42105030,42,42105,,Salas de cine,La Pampa,Maraco,Gral. Pico,Cine Gran Pampa,Calle 20 642,s/d,6360,2302,421776,italianaxx@speedy.com.ar,https://cines.com › Inicio › La Pampa › General Pico,,-35.65898200,-63.75393500,Localización precisa,INCAA / SInCA,Privado comercial,1,730,,2018
42021020,42,42021,,Salas de cine,La Pampa,Capital,Santa Rosa,Amadeus,Coronel Gil 31,s/d,6300,2954,458160,administracion@cinedonbosco3d.com.ar, www.cineamadeus.com.ar/,,-36.61990400,-64.28990200,Localización precisa,INCAA / SInCA,Privado comercial,1,223,,2018
42021020,42,42021,,Salas de cine,La Pampa,Capital,Santa Rosa,Espacio Incaa Santa Rosa,Quintana 172,s/d,6300,2954,772893,contablecultura.santarosa@hotmail.com,https://www.facebook.com/Espacio-INCAA-Santa-Rosa-715759378505317/,,-36.61882750,-64.29339990,Localización precisa,INCAA / SInCA,Público municipal,1,118,si,2018
46014010,46,46014,,Salas de cine,La Rioja,Capital,La Rioja,Cinemacenter,Av. Abel Bazan Y Bustos 710,s/d,5300,3804,461893,centerlarioja@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-29.41152524,-66.85814976,Localización precisa,INCAA / SInCA,Privado comercial,4,769,,2018
46014010,46,46014,,Salas de cine,La Rioja,Capital,La Rioja,Espacio 73,Catamarca 73,s/d,5300,3804,468432,coord.mediosaudiovisuales@gmail.com,http://www.culturalarioja.gob.ar,,-29.41285200,-66.85932760,Localización precisa,INCAA / SInCA,Público nacional,1,128,si,2018
46014010,46,46014,,Salas de cine,La Rioja,Capital,La Rioja,Cinema,Pelagio Luna 960,s/d,5300,3804,463383,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,,-29.41279900,-66.86169300,Localización precisa,INCAA / SInCA,Privado comercial,2,292,,2018
46014010,46,46014,,Salas de cine,La Rioja,Capital,La Rioja,Cinema,San Martin 62,s/d,5300,3804,463386,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,,-29.41478000,-66.85770100,Localización precisa,INCAA / SInCA,Privado comercial,1,72,,2018
54091080,54,54091,,Salas de cine,Misiones,Obera,Oberá,Cine Casinos,Av. Sarmiento 1044,s/d,3360,3755,425011,cinesobera@arnetbiz.com.ar,www.cinescasinoobera.com.ar/,,-27.48614000,-55.12317200,Localización precisa,INCAA / SInCA,Privado comercial,2,292,,2018
54028030,54,54028,,Salas de cine,Misiones,Capital,Posadas,Sunstar,Bolivar 1979,s/d,3300,376,438666,gerente.posadas@sunstar.com,http://www.cinesunstar.com/,,-27.36677500,-55.89562600,Localización precisa,INCAA / SInCA,Privado comercial,4,559,,2018
54091080,54,54091,,Salas de cine,Misiones,Obera,Oberá,Cine Teatro Obera,San Martin 1069,s/d,3360,3755,408625,cineteatro.obera@outlook.com,https://www.facebook.com/CineTeatroObera/,,-27.48820800,-55.12230500,Localización precisa,INCAA / SInCA,Público municipal,1,220,si,2018
58035070,58,58035,,Salas de cine,Neuquén,Confluencia,Neuquén,Village,Av. Antartida Argentina 1111,s/d,8300,2994,471500,village.neuquen@village.com.ar,https://www.villagecines.com/,,-38.94753500,-68.08014100,Localización precisa,INCAA / SInCA,Privado comercial,7,1894,,2018
58035070,58,58035,,Salas de cine,Neuquén,Confluencia,Neuquén,Cine Teatro Español,Av. Argentina 245,s/d,8300,2994,429747,clau_diaz@hotmail.com,https://www.facebook.com/cineteatronqn/,,-38.95250200,-68.05886850,Localización precisa,INCAA / SInCA,Privado comercial,1,639,si,2018
58035040,58,58035,,Salas de cine,Neuquén,Confluencia,Cutral-Co,Cine Rex Cutral-Co,Av. Del Trabajo 676,s/d,8200,s/d,s/d,iturbemariano@gmail.com,http://www.cinerexcutralco.com.ar/index.php,,-38.93714500,-69.22888600,Localización precisa,INCAA / SInCA,Privado comercial,1,290,,2018
58056010,58,58056,,Salas de cine,Neuquén,Lacar,San Martín de los Andes,Centro Cultural Costema,Gral. Roca 1154,s/d,8370,2972,428399,cccotesma@cotesma.com.ar,http://centrocultural.cotesma.com.ar/agenda-de-cine,,-40.15738300,-71.35183720,Localización precisa,INCAA / SInCA,Privado comercial,2,398,si,2018
58112040,58,58112,,Salas de cine,Neuquén,Zapala,Zapala,Cine Teatro Municipal Amado Sapag,San Martin 281,s/d,8340,2942,421664,jjjeldrez@hotmail.com,https://www.facebook.com/Cine-Teatro-de-Zapala-1558752601048983/,,-38.90354560,-70.06491820,Localización precisa,INCAA / SInCA,Público municipal,1,738,si,2018
62042560,62,62042,,Salas de cine,Río Negro,General Roca,Villa Regina,Cine Teatro Circulo Italiano,Av. Rivadavia 117,s/d,8336,298,4588456,espacioincaavillaregina@gmail.com,http://cineteatrocirculo.com.ar/tags/cine,,-39.09326355,-67.08392556,Localización precisa,INCAA / SInCA,Privado comercial,1,661,si,2018
62042450,62,62042,,Salas de cine,Río Negro,General Roca,Gral. Roca,Cine Rex,Av. Roca 1585,s/d,8332,343,5122308,iturbemariano@gmail.com,http://cinerexroca.com.ar,,-39.02737700,-67.57543600,Localización precisa,INCAA / SInCA,Privado comercial,2,300,,2018
62042390,62,62042,,Salas de cine,Río Negro,General Roca,Cinco Saltos,Cine Teatro Español,Av. Roca 326,s/d,8303,299,4980122,asoc.esp.cinco.saltos@gmial.com,https://www.facebook.com/pg/Cine-Teatro-Espa%C3%B1ol-Cinco-Saltos-1534103586894165/about/?ref=page_internal,,-38.82830100,-68.06446700,Localización precisa,INCAA / SInCA,Privado comercial,1,320,si,2018
62007090,62,62007,,Salas de cine,Río Negro,Adolfo Alsina,Viedma,Cine Gama,Gallardo 160,s/d,8500,2920,432286,cinegama@yahoo.com.ar,https://cines.com/argentina/cine-gama/,,-40.81081200,-62.98849700,Localización precisa,INCAA / SInCA,Privado comercial,1,350,,2018
62021060,62,62021,,Salas de cine,Río Negro,Bariloche,Bariloche,Sunstar,Onelli 447,s/d,8400,2944,433128,gerente.bariloche@cinesunstar.com,http://www.cinesunstar.com/,,-41.13347200,-71.31027800,Localización precisa,INCAA / SInCA,Privado comercial,3,461,,2018
62021060,62,62021,,Salas de cine,Río Negro,Bariloche,Bariloche,La Llave,Sobral Y Onelli,s/d,8400,294,421599,comunicacionculturalmscb@bariloche.com.ar,https://www.facebook.com/escuelalallavebariloche/,,-41.15479963,-71.30052075,Localización precisa,INCAA / SInCA,Público municipal,1,100,si,2018
62014040,62,62014,,Salas de cine,Río Negro,Avellaneda,Choele Choel,Sala Municipal Espacio Incaa,Tello Y Av. San Martin,s/d,8360,298,4555525,secdesarrollosocialchoele@hotmail.com,https://www.facebook.com/EspacioIncaaKm1000ChoeleChoel/,,-39.28799100,-65.66539800,Localización precisa,INCAA / SInCA,Público municipal,1,282,si,2018
66028050,66,66028,,Salas de cine,Salta,Capital,Salta,Cine Rex,Av. San Martin 1170,s/d,4400,387,4889200,zingone@arnet.com.ar,https://www.facebook.com/pg/Cine-Rex-Salta-1989566067982401/about/?ref=page_internal,,-24.79296700,-65.41917500,Localización precisa,INCAA / SInCA,Privado comercial,2,353,,2018
66056220,66,66056,,Salas de cine,Salta,Grl. Jose de San Martin,Tartagal,Open Plaza,Guemes 421,s/d,4560,s/d,s/d,adrianc@ferreterianorte.com.ar, http://www.cineopenplaza.com.ar,,-22.51593300,-63.80501800,Localización precisa,INCAA / SInCA,Privado comercial,1,220,,2018
66126070,66,66126,,Salas de cine,Salta,Oran,Orán,Cine Municipal De La Cultura Oran,Hipolito Yrigoyen 137,s/d,4530,3878,421274,culturaoran@gmail.com,https://www.facebook.com/Cine-Municipal-Espacios-Incaa-Oran-473261419496188/,,-23.13513220,-64.32221540,Localización precisa,INCAA / SInCA,Público municipal,1,280,si,2018
66028050,66,66028,,Salas de cine,Salta,Capital,Salta,Hogar Escuela,Pje. Chiclana Esq. H. Irigoyen S/N,s/d,4400,387,4228669,ministro@cultura.salta.gov.ar,http://www.culturasalta.gov.ar/contenidos/espacio-incaa-hogar-escuela/50,,-24.79591900,-65.39997000,Localización precisa,INCAA / SInCA,Público provincial,1,354,si,2018
66028050,66,66028,,Salas de cine,Salta,Capital,Salta,Opera,Urquiza 560,s/d,4400,387,4213297,zingone@arnet.com.ar,https://www.facebook.com/pages/category/Drive-In-Movie-Theater/Cine-Opera-Salta-155718934490642/,,-24.79240300,-65.41075800,Localización precisa,INCAA / SInCA,Privado comercial,2,682,,2018
66028050,66,66028,,Salas de cine,Salta,Capital,Salta,Hoyts,Virrey Toledo 702,s/d,4400,s/d,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,,-24.78147200,-65.40354700,Localización precisa,INCAA / SInCA,Privado comercial,8,1362,,2018
70028010,70,70028,,Salas de cine,San Juan,Capital,San Juan,Cinemacenter,Av. Circunvalacion Y Escalabrini Ortiz,s/d,5400,264,4212121,centersanjuan@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-31.52259300,-68.54260400,Localización precisa,INCAA / SInCA,Privado comercial,8,1803,,2018
70028010,70,70028,,Salas de cine,San Juan,Capital,San Juan,Play Cinema,Av. Libertador 1826 (Oeste),s/d,5400,264,4309000,admnistracion@playcinema.net,http://www.playcinema.net/,,-31.53176600,-68.55143200,Localización precisa,INCAA / SInCA,Privado comercial,6,1071,,2018
70028010,70,70028,,Salas de cine,San Juan,Capital,San Juan,Cine Teatro Municipal San Juan,B. Mitre 41 Este,s/d,5400,264,4213295,cineteatromunicipalsj@gmail.com,http://www.municipiosanjuan.gob.ar/?q=content/cartelera-del-cine-teatro-municipal,,-31.53776800,-68.52529700,Localización precisa,INCAA / SInCA,Público municipal,1,416,si,2018
70028010,70,70028,,Salas de cine,San Juan,Capital,San Juan,Fundación Iopps,Pedro Echague Oeste 475,s/d,5400,264,4219787,iopps@speedy.com.ar,https://www.facebook.com/ioppscultura/,,-31.53005000,-68.51990700,Localización precisa,INCAA / SInCA,Privado comercial,1,180,,2018
70028010,70,70028,,Salas de cine,San Juan,Capital,San Juan,UPCN - San Juan,Sarmiento 461 Sur,s/d,5400,264,4214611,adolfomallea@yahoo.com.ar,http://www.upcndigital.org/san-juan,,-31.52639000,-68.53364400,Localización precisa,INCAA / SInCA,Privado independiente,1,298,si,2018
74056150,74,74056,,Salas de cine,San Luis,La Capital,San Luis,Cinemacenter,J. A. Roca 260,s/d,5700,2664,441001,centerluis@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-33.30922400,-66.32764700,Localización precisa,INCAA / SInCA,Privado comercial,7,1951,,2018
74035070,74,74035,,Salas de cine,San Luis,General Pedernera,Villa Mercedes,Fénix,Pueyrredon 1651,s/d,5730,2657,425513,hm@cinesdigitales.com,http://www.cinesfenix.com,,-33.66301900,-65.46434400,Localización precisa,INCAA / SInCA,Privado comercial,3,475,,2018
78014060,78,78014,,Salas de cine,Santa Cruz,Deseado,Las Heras,Osvaldo Jorge Bayer,13 De Diciembre Y Malvinas S/N,s/d,9017,297,4974923,centroculturallasheras@gmail.com,https://www.facebook.com/pg/centroculturallasheras/about/?ref=page_internal,,-46.53858900,-68.94415300,Localización precisa,INCAA / SInCA,Privado comercial,1,196,,2018
78042010,78,78042,,Salas de cine,Santa Cruz,Magallanes,Puerto San Julian,Cine Teatro Talia,25 De Mayo 1188,s/d,9310,2962,415893,cineteatrotalia1930@gmail.com,https://www.facebook.com/pg/cineteatrotalia/about/?ref=page_internal,,-49.31522700,-67.72210300,Localización precisa,INCAA / SInCA,Privado comercial,1,340,si,2018
78014010,78,78014,,Salas de cine,Santa Cruz,Deseado,Caleta Olivia,Asociación Amigos Del Arte Mechenien,J. Newbery Esq. Deocarets S/N,Piso 1,9011,297,4851770,mechenien_asociacion@hotmail.com,https://www.mechenien.org.ar/,,-46.43750600,-67.52675000,Localización precisa,INCAA / SInCA,Privado comercial,1,350,si,2018
86035090,86,86035,,Salas de cine,Santiago del Estero,Banda,La Banda,Cinemacenter,Aut. Juan D. Peron S/N Parque Industrial,s/d,4200,385,4373184,cinessantiago@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-27.76248700,-64.24480400,Localización precisa,INCAA / SInCA,Privado comercial,3,822,,2018
86035090,86,86035,,Salas de cine,Santiago del Estero,Banda,La Banda,Cine Teatro Municipal Renzi,Av. Besares 151,s/d,4300,385,4279188,Alejandro_jozami@hotmail.com,https://www.facebook.com/CineRenzi/,,-27.73175140,-64.24261230,Localización precisa,INCAA / SInCA,Público municipal,1,152,si,2018
86049110,86,86049,,Salas de cine,Santiago del Estero,Capital,Santiago del Estero,Sunstar,Av. Rivadavia Y Ejercito Argentino,s/d,4200,385,4213666,gerente.santiago@cinesunstar.com,http://www.cinesunstar.com/,,-27.78442000,-64.26728100,Localización precisa,INCAA / SInCA,Privado comercial,5,1585,,2018
94007010,94,94007,,Salas de cine,Tierra del Fuego,Rio Grande,Río Grande,El Cine,9 De Julio 838,s/d,9420,2964,422648,roviola@gmail.com,http://www.cinemas4riogrande.com.ar,,-53.79008100,-67.69795900,Localización precisa,INCAA / SInCA,Privado comercial,2,584,,2018
94014020,94,94014,,Salas de cine,Tierra del Fuego,Ushuaia,Ushuaia,Sunstar,Av. Perito Moreno 1460,s/d,9410,2901,442702,gerente.ushuaia@cinesunstar.com,http://www.cinesunstar.com/,,-54.79994270,-68.28011510,Localización precisa,INCAA / SInCA,Privado comercial,3,561,,2018
94014020,94,94014,,Salas de cine,Tierra del Fuego,Ushuaia,Ushuaia,Cine Teatro Pakewaia,Yaganes Y Gob Paz (Base Naval),s/d,9410,2901,424566,cine@gamaproducciones.com.ar,www.cinepackewaia.com.ar/,,-54.80191200,-68.30295100,Localización precisa,INCAA / SInCA,Privado comercial,1,300,,2018
90119030,90,90119,,Salas de cine,Tucumán,Yerba Buena,Yerba Buena,Cines Del Solar,Av. Aconquija 1336,s/d,4107,381,4253050,cinesdelsolar@hotmail.com,http://solardelcerro.com,,-26.81417900,-65.28893700,Localización precisa,INCAA / SInCA,Privado comercial,5,750,,2018
90105080,90,90105,,Salas de cine,Tucumán,Tafi Viejo,Tafí Viejo,Espacio Incaa Tafí Viejo C. Teatro Sociedad Española,Av. Alem 418,s/d,4103,381,6399995,ncapola@gmail.com,https://www.facebook.com/espacioincaatafiviejo/,,-26.73042230,-65.25913160,Localización precisa,INCAA / SInCA,Privado independiente,1,830,si,2018
90119030,90,90119,,Salas de cine,Tucumán,Yerba Buena,Yerba Buena,Sunstar,Av. Fermin Carriola 42,s/d,4107,381,4357463,gerente.tucuman@cinesunstar.com,http://www.cinesunstar.com/,,-26.82097600,-65.26589400,Localización precisa,INCAA / SInCA,Privado comercial,6,1295,,2018
90084010,90,90084,,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Microcine Orión,Av. Mitre 817,s/d,4000,381,6374808,cineorion@hotmail.com,https://www.facebook.com/search/top/?q=MICROCINE%20ORION,,-26.81721200,-65.21548100,Localización precisa,INCAA / SInCA,Público municipal,1,36,,2018
90084010,90,90084,,Salas de cine,Tucumán,Capital,San Miguel de Tucumán,Cinemacenter,Av. Nestor Kirchner(Ex Av. Roca) 3450,Piso 1,4000,381,4361405,cctucuman@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-26.83447000,-65.25229800,Localización precisa,INCAA / SInCA,Privado comercial,5,1051,,2018
